iter	MultiClass
822	0.628494634
823	0.6284322964
824	0.6284003364
825	0.6283501215
826	0.628303088
827	0.62826337
828	0.6282276467
829	0.6281617017
830	0.628123494
831	0.6280952637
832	0.6280270896
833	0.6279506281
834	0.6279165087
835	0.6278819412
836	0.6277666244
837	0.6277231528
838	0.6276662936
839	0.6276014867
840	0.6275582491
841	0.6275394862
842	0.6274943823
843	0.6274392866
844	0.627382086
845	0.6273545284
846	0.6273218396
847	0.6272925033
848	0.6272510031
849	0.6272056112
850	0.6271171851
851	0.6270644082
852	0.6270026878
853	0.6269261033
854	0.6268788256
855	0.626792263
856	0.6267322998
857	0.6266827535
858	0.6266499743
859	0.6266301692
860	0.6265649679
861	0.6265266982
862	0.6264862304
863	0.6264059747
864	0.6263552431
865	0.6263115485
866	0.6262890823
867	0.6262440914
868	0.6262021521
869	0.6261403491
870	0.6260629004
871	0.6260026347
872	0.6259797661
873	0.6259605327
874	0.6259242074
875	0.625864519
876	0.6258188047
877	0.6257515308
878	0.6256853354
879	0.6256544056
880	0.6256109849
881	0.6255430588
882	0.6254751456
883	0.6254435002
884	0.6254193183
885	0.6253711895
886	0.6253004098
887	0.6252560276
888	0.6252207438
889	0.625195752
890	0.6251559783
891	0.6251179327
892	0.6250883286
893	0.6250601972
894	0.6250169904
895	0.6249803929
896	0.6248980311
897	0.6248480546
898	0.6248062198
899	0.6247956991
900	0.6247829893
901	0.6247269238
902	0.6247001611
903	0.6246758795
904	0.62464864
905	0.6246004901
906	0.6245481091
907	0.6244958133
908	0.6244793057
909	0.6244148616
910	0.6243875866
911	0.6243590093
912	0.624319001
913	0.6243079488
914	0.6242766406
915	0.6241902622
916	0.6241502819
917	0.6241173308
918	0.6240986168
919	0.6240599255
920	0.6240247417
921	0.6239545393
922	0.6239306693
923	0.6238603892
924	0.623807037
925	0.6237525124
926	0.6237214063
927	0.6236850529
928	0.6235593641
929	0.6235338456
930	0.6235058153
931	0.6234700856
932	0.6234298613
933	0.6234071494
934	0.6233495733
935	0.6232931559
936	0.6232031228
937	0.6231580806
938	0.6231161375
939	0.6230962815
940	0.6230488156
941	0.623003549
942	0.6229533491
943	0.6228923835
944	0.6228566304
945	0.6227894401
946	0.6226598829
947	0.6226033561
948	0.6225566698
949	0.6224770113
950	0.6224364577
951	0.6223734423
952	0.6223058737
953	0.6222628371
954	0.6222136022
955	0.6221801475
956	0.6221156148
957	0.6220668064
958	0.6220192875
959	0.621961313
960	0.6219014907
961	0.6218684089
962	0.6218325584
963	0.6217857204
964	0.6217497965
965	0.6216940595
966	0.6216458175
967	0.6215719433
968	0.6215391886
969	0.6214956227
970	0.6214216923
971	0.6213793413
972	0.6213286103
973	0.621283586
974	0.6212289967
975	0.6212025771
976	0.6211614975
977	0.6211333291
978	0.6211065194
979	0.6210374189
980	0.6209943027
981	0.6209702192
982	0.6209414876
983	0.6209090639
984	0.6208776908
985	0.6207932835
986	0.6207551051
987	0.6207151053
988	0.6206748022
989	0.6206170531
990	0.6205407678
991	0.6204598019
992	0.6203940289
993	0.6203752432
994	0.620312619
995	0.6202656656
996	0.6202258045
997	0.6202060827
998	0.6201732925
999	0.6201544134
