iter	MultiClass
285	0.6654730565
286	0.6653180242
287	0.6652383113
288	0.665148595
289	0.6649262687
290	0.6647479072
291	0.6646444144
292	0.6645995412
293	0.6643816812
294	0.664216744
295	0.6640665108
296	0.6640134801
297	0.6638718125
298	0.6637717682
299	0.6635945595
300	0.6635127591
301	0.6634296047
302	0.6633874698
303	0.663283737
304	0.6632217858
305	0.6631365954
306	0.6629982334
307	0.6629501258
308	0.6628407563
309	0.6627800788
310	0.6626944999
311	0.6626379874
312	0.6625153355
313	0.6624309468
314	0.6623550735
315	0.6622623259
316	0.6621781703
317	0.6621069257
318	0.662003285
319	0.6619469393
320	0.6617581384
321	0.6616611743
322	0.6615859913
323	0.6614677338
324	0.6613599396
325	0.6612598707
326	0.6611813736
327	0.6610914935
328	0.6609267657
329	0.6608729107
330	0.6608201206
331	0.6607212218
332	0.6606366587
333	0.6605451349
334	0.6604801707
335	0.6604233275
336	0.6603576873
337	0.6602354522
338	0.6601773112
339	0.6600565675
340	0.6598110707
341	0.6597086166
342	0.659578881
343	0.6595196818
344	0.6594267897
345	0.6592950968
346	0.6592445024
347	0.6591440086
348	0.6590733379
349	0.6589543604
350	0.6588421726
351	0.658781207
352	0.6586837277
353	0.6586009725
354	0.6585595526
355	0.658492011
356	0.6584295934
357	0.6583232501
358	0.6582073504
359	0.658012022
360	0.6579455024
361	0.6578396876
362	0.6577828582
363	0.6577086309
364	0.6576412901
365	0.6575035153
366	0.6574231357
367	0.657335362
368	0.6572222409
369	0.657181952
370	0.6571275863
371	0.6570632221
372	0.6570215235
373	0.6569389523
374	0.656796882
375	0.6566955433
376	0.6565877815
377	0.6565092071
378	0.6564143996
379	0.6562243392
380	0.6561549121
381	0.6561020985
382	0.6560083807
383	0.6559098982
384	0.6558417196
385	0.6557759202
386	0.6556733523
387	0.6555943236
388	0.6554833237
389	0.6554147463
390	0.6553684328
391	0.6553159799
392	0.6552823374
393	0.6552180594
394	0.6551137631
395	0.6550016917
396	0.6549139695
397	0.6548317968
398	0.6547404829
399	0.654665862
400	0.6545998793
401	0.6545250366
402	0.6544467443
403	0.6544188148
404	0.6543292485
405	0.6542539393
406	0.6541808963
407	0.6540876015
408	0.6540180154
409	0.6539352094
410	0.6538284599
411	0.6537431151
412	0.6535333407
413	0.6534536981
414	0.6533036606
415	0.6531997351
416	0.653067593
417	0.6529939172
418	0.6528894834
419	0.6528592608
420	0.6527642139
421	0.652674504
422	0.6526338896
423	0.652555562
424	0.6524411629
425	0.6523884355
426	0.6523480647
427	0.6522965564
428	0.6522571256
429	0.6521869098
430	0.652127011
431	0.65198298
432	0.6519147391
433	0.6518679334
434	0.6518153049
435	0.6517553095
436	0.6516991863
437	0.6516547236
438	0.6515779688
439	0.6514338746
440	0.6513502524
441	0.6512828217
442	0.6512226146
443	0.6511566355
444	0.6511198715
445	0.6510702606
446	0.651012072
447	0.6509451113
448	0.6509131548
449	0.6508462603
450	0.650779294
451	0.6507171367
452	0.6506420374
453	0.6505834671
454	0.6505247521
455	0.6504295499
456	0.6503705868
457	0.6502869535
458	0.6502224331
459	0.6501823904
460	0.6499554332
461	0.6498991642
462	0.64982453
463	0.649765967
464	0.6497237935
465	0.6496887216
466	0.6496077835
467	0.6495147329
468	0.6494468094
469	0.6493927561
470	0.649316974
471	0.6492636578
472	0.649127391
473	0.6490795335
474	0.6489621492
475	0.6488800963
476	0.6487912354
477	0.6487025792
478	0.6486094578
479	0.6484760449
480	0.6483928175
481	0.6483466497
482	0.6482451914
483	0.6481862458
484	0.6481238246
485	0.6480658661
486	0.6480074078
487	0.6479626291
488	0.6478498434
489	0.6477749281
490	0.6477277691
491	0.6476396847
492	0.6475753993
493	0.6474688173
494	0.6473754413
495	0.6472986056
496	0.6471814682
497	0.6470914791
498	0.6470107688
499	0.6469513537
500	0.6468469641
501	0.6468273447
502	0.6467666064
503	0.6466052757
504	0.6465378941
505	0.6464908515
506	0.6463890366
507	0.6463446449
508	0.6462754403
509	0.6461894828
510	0.6460907648
511	0.6458891217
512	0.6458367867
513	0.6457810416
514	0.6457318847
515	0.6456557049
516	0.6456143889
517	0.6455230379
518	0.6454392036
519	0.6453790453
520	0.6453245653
521	0.6452911477
522	0.645219901
523	0.6451824292
524	0.6450765599
525	0.6449954475
526	0.6449377741
527	0.644881499
528	0.6448371703
529	0.6447811887
530	0.6447421949
531	0.644688913
532	0.6446110279
533	0.6445664937
534	0.6444951596
535	0.6444291823
536	0.6443374106
537	0.6442266813
538	0.6441435626
539	0.6440851998
540	0.644004226
541	0.64395789
542	0.6438831571
543	0.6438377376
544	0.6437771534
545	0.6437210092
546	0.6436683985
547	0.6436025407
548	0.6434886906
549	0.643454357
550	0.6433939978
551	0.6433551811
552	0.6433125138
553	0.6432719737
554	0.6431969479
555	0.643137664
556	0.6430566752
557	0.6430245201
558	0.6429661183
559	0.6429293386
560	0.6428851987
561	0.6428323535
562	0.642695243
563	0.6426173278
564	0.642582271
565	0.6425143697
566	0.6424675859
567	0.6423778481
568	0.6422902249
569	0.6422361567
570	0.6421841571
571	0.6421197166
572	0.6420527952
573	0.6420176621
574	0.641943745
575	0.6418646476
576	0.6418332046
577	0.6417263604
578	0.6416869276
579	0.6415878287
580	0.6415630718
581	0.6415118119
582	0.6414198381
583	0.6413842999
584	0.6413504349
585	0.6412612528
586	0.6411837738
587	0.6410992295
588	0.6410512219
589	0.6409831084
590	0.640929664
591	0.6409036901
592	0.6408593549
593	0.6408010226
594	0.6407434904
595	0.6406863517
596	0.6406432868
597	0.6405692494
598	0.6405219604
599	0.6404413561
600	0.6403526491
601	0.6402429717
602	0.6401889381
603	0.6400576199
604	0.6399624994
605	0.63992693
606	0.639870604
607	0.6397949487
608	0.6397345664
609	0.6396916921
610	0.6396676894
611	0.6395777884
612	0.6395439982
613	0.6394984342
614	0.6394573283
615	0.6394395559
616	0.6393750211
617	0.6393603548
618	0.639266474
619	0.6392253155
620	0.6391677375
621	0.6390983159
622	0.6390669172
623	0.6390351811
624	0.6390007585
625	0.6389274166
626	0.6389060259
627	0.6388218956
628	0.6387583958
629	0.638724484
630	0.6386618887
631	0.6385944494
632	0.6385775851
633	0.638491125
634	0.6384382863
635	0.6384013682
636	0.6383496996
637	0.6382105963
638	0.6381856224
639	0.6381149221
640	0.6380702472
641	0.6380492725
642	0.6379794133
643	0.6379570468
644	0.6379089698
645	0.6378691162
646	0.6378376536
647	0.637778267
648	0.6377526405
649	0.6377028518
650	0.6376627131
651	0.6376314683
652	0.6375506385
653	0.6374847156
654	0.6374420183
655	0.6373801365
656	0.6373075651
657	0.6372462992
658	0.6371923001
659	0.637130344
660	0.6370976643
661	0.6370436892
662	0.6369727473
663	0.6369390435
664	0.6368734964
665	0.6368420194
666	0.6367998585
667	0.6367621268
668	0.6367194891
669	0.6366794037
670	0.6366234921
671	0.6366045514
672	0.6365572263
673	0.6365196458
674	0.6364655758
675	0.6364084016
676	0.6363572097
677	0.6363089743
678	0.6362398272
679	0.6361742609
680	0.6361646187
681	0.6361038699
682	0.6360417193
683	0.6359907557
684	0.6359104467
685	0.6358603705
686	0.6357844785
687	0.6357597203
688	0.6357279825
689	0.6356853576
690	0.6356374313
691	0.6355946104
692	0.6355549341
693	0.6354939706
694	0.6354457611
695	0.6354215489
696	0.6353869504
697	0.6352869855
698	0.6352240106
699	0.6350855901
700	0.6350233596
701	0.6349873996
702	0.6349292471
703	0.6348974343
704	0.6348541489
705	0.6347953019
706	0.6347069197
707	0.6346031735
708	0.6345591527
709	0.6345086913
710	0.6344195093
711	0.6343473181
712	0.6343023519
713	0.6342272442
714	0.6341897009
715	0.6341184149
716	0.6340095778
717	0.6339602917
718	0.6338751387
719	0.6337457457
720	0.6336716093
721	0.633642888
722	0.6335943034
723	0.6334964097
724	0.6334182984
725	0.6333856509
726	0.6333063519
727	0.6332845739
728	0.6332512076
729	0.633171999
730	0.6331275695
731	0.6330800837
732	0.6330172472
733	0.6329818945
734	0.6329438001
735	0.6329042803
736	0.6328814907
737	0.6328312052
738	0.6327317086
739	0.6326915826
740	0.6326454154
741	0.6326016477
742	0.6325657199
743	0.6325322304
744	0.6324933621
745	0.6324550524
746	0.6323647873
747	0.6323346649
748	0.6322763593
749	0.6322275507
750	0.6321821157
751	0.6321439604
752	0.6321017654
753	0.6320824733
754	0.6320125906
755	0.631948283
756	0.6318527329
757	0.6317930974
758	0.6317511014
759	0.6316982288
760	0.631666656
761	0.6316116749
762	0.6315721692
763	0.6315341861
764	0.6314982537
765	0.6314624517
766	0.6314389746
767	0.6313920909
768	0.6313190447
769	0.6312970766
770	0.6312697528
771	0.6311990708
772	0.63116944
773	0.6311347463
774	0.6311222511
775	0.6310739169
776	0.6310187195
777	0.6309956981
778	0.6309740955
779	0.630929124
780	0.6308782604
781	0.6308273367
782	0.6307238992
783	0.6306397691
784	0.6305612899
785	0.6304888512
786	0.6304540717
787	0.6304296613
788	0.6304131906
789	0.6303618041
790	0.6303283334
791	0.6302796752
792	0.6302528081
793	0.6302313102
794	0.6301628334
795	0.6300944768
796	0.6299399377
797	0.6298984638
798	0.6298470927
799	0.6298088651
800	0.6297747659
801	0.6297380499
802	0.6296856449
803	0.6296078928
804	0.629528762
805	0.6294770717
806	0.6294411163
807	0.6294225246
808	0.6293797527
809	0.6293298951
810	0.629259412
811	0.629221826
812	0.6291735499
813	0.6291317763
814	0.6290892818
815	0.6290458623
816	0.6289755249
817	0.6289195303
818	0.6288985454
819	0.6288641557
820	0.6288178035
821	0.628782488
822	0.6287505836
823	0.628724253
824	0.6287055428
825	0.6286672196
826	0.6286508737
827	0.6286356679
828	0.6286057975
829	0.6285766918
830	0.6285101552
831	0.6284789422
832	0.628369735
833	0.6283032073
834	0.6282487926
835	0.6281973247
836	0.6281678023
837	0.6281335484
838	0.6280803631
839	0.6280536324
840	0.6280239755
841	0.6279963511
842	0.6279293546
843	0.6278985345
844	0.6278490489
845	0.6278179447
846	0.6277748744
847	0.6277524185
848	0.6277161348
849	0.627678127
850	0.6276540688
851	0.6276153256
852	0.6275636601
853	0.6275117301
854	0.6274717755
855	0.6274402334
856	0.6273917314
857	0.6273527496
858	0.6273041807
859	0.6272763431
860	0.6272390296
861	0.6272078643
862	0.6271333603
863	0.6270727646
864	0.6269886477
865	0.6269021541
866	0.6268445855
867	0.6267993433
868	0.6267753421
869	0.6267171349
870	0.6266813153
871	0.6266419278
872	0.6266267404
873	0.626543226
874	0.626510422
875	0.6264711505
876	0.6264029597
877	0.6263660299
878	0.6263467306
879	0.6263316188
880	0.6262888889
881	0.6262600734
882	0.6262375579
883	0.6261965752
884	0.6261460529
885	0.6261078063
886	0.6260674276
887	0.6260255807
888	0.6259862745
889	0.6259566249
890	0.625781129
891	0.6257419869
892	0.6257001758
893	0.6256583643
894	0.6255895562
895	0.62555353
896	0.6255076219
897	0.6254577814
898	0.6254254122
899	0.6253895732
900	0.6253340042
901	0.6253023312
902	0.6252626239
903	0.6252222311
904	0.6251658427
905	0.6251267223
906	0.625092804
907	0.6250674225
908	0.6249659523
909	0.624903877
910	0.6248364534
911	0.6247676038
912	0.6247050259
913	0.6246441396
914	0.6246169273
915	0.6245893934
916	0.6245345733
917	0.6244408159
918	0.6243744226
919	0.6243338223
920	0.6242950745
921	0.6242484801
922	0.6241802419
923	0.6241446685
924	0.6240808259
925	0.6240670748
926	0.6240503912
927	0.6239865823
928	0.6239044397
929	0.6238660307
930	0.6238308564
931	0.623797783
932	0.623749442
933	0.6237333739
934	0.6236648063
935	0.6236400993
936	0.6236019565
937	0.6235121947
938	0.6234782436
939	0.623456675
940	0.6234337129
941	0.6234019314
942	0.6233745443
943	0.6233407757
944	0.6232921746
945	0.6232573664
946	0.6231993733
947	0.6231406657
948	0.6230986049
949	0.6230372738
950	0.6230227961
951	0.6229964568
952	0.6229436643
953	0.6228523758
954	0.6228099898
955	0.6227613692
956	0.6227336867
957	0.6226849922
958	0.6226603035
959	0.6225973042
960	0.6225338162
961	0.6224456758
962	0.6224223565
963	0.6223779811
964	0.6223242921
965	0.6222800008
966	0.6222232084
967	0.6221617356
968	0.6221252718
969	0.6220876312
970	0.6220583918
971	0.6220126209
972	0.6219475282
973	0.6219296171
974	0.6219070183
975	0.6219013643
976	0.6218817407
977	0.6218198055
978	0.6217654398
979	0.6217234596
980	0.6216718179
981	0.6216518845
982	0.6216237205
983	0.6215901977
984	0.6215549402
985	0.6215071158
986	0.6214633739
987	0.6214434261
988	0.6213654862
989	0.6213362925
990	0.6212929546
991	0.6212635893
992	0.621186302
993	0.6211549119
994	0.6211264664
995	0.6210746629
996	0.6210693955
997	0.6210527357
998	0.6209935431
999	0.6209781936
